player,team,AVG,G,PA,AB,H,HR,RBI,SB,BB,HBP,SO,SH,GDP,OBP,SLG,OPS,RC27,XR27,year
野村　佑希,日本ハム,0.21,56,152,143,30,2,9,2,7,1,28,0,4,0.25,0.315,0.565,2.32,2.39,2024
奈良間　大己,日本ハム,0.18,90,150,139,25,0,7,2,2,0,39,8,2,0.19,0.209,0.399,0.68,0.82,2024
ノイジー,阪神,0.231,49,149,134,31,1,8,1,14,0,16,0,9,0.302,0.291,0.593,2.35,2.40,2024
武岡　龍世,ヤクルト,0.177,76,147,130,23,3,9,1,10,0,33,6,2,0.234,0.277,0.511,1.82,2.04,2024
上本　崇司,広島,0.209,62,146,129,27,0,7,0,4,4,24,9,3,0.255,0.225,0.48,1.30,1.37,2024
平沼　翔太,西武,0.265,45,144,132,35,0,9,0,8,2,23,2,2,0.317,0.333,0.65,3.75,3.56,2024
関根　大気,DeNA,0.227,79,142,128,29,0,4,2,11,2,19,1,2,0.298,0.242,0.54,2.23,2.31,2024
松本　直樹,ヤクルト,0.269,60,142,134,36,1,11,1,4,0,18,3,3,0.288,0.343,0.631,3.26,3.20,2024
金子　侑司,西武,0.211,37,141,128,27,2,8,3,12,0,23,1,1,0.279,0.266,0.544,2.41,2.57,2024
川村　友斗,ソフトバンク,0.268,88,140,123,33,1,14,3,10,3,43,3,1,0.336,0.39,0.726,4.78,4.67,2024
岩田　幸宏,ヤクルト,0.228,81,140,123,28,1,7,10,6,2,22,9,2,0.275,0.268,0.543,2.73,2.70,2024
石原　貴規,広島,0.23,56,139,122,28,3,11,0,5,5,22,5,1,0.284,0.352,0.636,3.40,3.54,2024
滝澤　夏央,西武,0.186,68,137,118,22,0,4,3,8,1,30,10,0,0.244,0.229,0.473,1.68,1.79,2024
渡邉　諒,阪神,0.26,67,137,123,32,2,11,0,11,1,34,0,2,0.321,0.35,0.671,3.88,4.02,2024
小幡　竜平,阪神,0.241,50,135,116,28,1,9,2,12,0,27,7,1,0.313,0.31,0.623,3.09,3.08,2024
加藤　匠馬,中日,0.171,86,133,123,21,0,5,0,2,0,41,8,4,0.184,0.228,0.412,0.46,0.53,2024
青木　宣親,ヤクルト,0.229,72,129,118,27,0,9,2,10,0,17,0,7,0.287,0.271,0.558,2.07,2.08,2024
糸原　健斗,阪神,0.216,89,128,111,24,0,9,0,15,1,20,0,3,0.313,0.234,0.547,2.53,2.71,2024
中島　大輔,楽天,0.228,37,128,123,28,1,10,1,2,3,21,0,2,0.258,0.333,0.591,2.77,2.69,2024
安田　悠馬,楽天,0.262,34,128,122,32,2,9,0,6,0,38,0,1,0.297,0.361,0.658,3.80,3.70,2024
五十幡　亮汰,日本ハム,0.161,94,127,112,18,0,3,18,6,1,34,8,1,0.21,0.196,0.407,0.74,0.95,2024
淺間　大基,日本ハム,0.275,49,126,109,30,1,11,4,9,2,35,4,0,0.336,0.358,0.694,4.47,4.56,2024
大島　洋平,中日,0.198,75,125,116,23,0,5,1,9,0,11,0,0,0.256,0.25,0.506,2.05,2.07,2024
伊藤　裕季也,楽天,0.261,44,125,115,30,2,10,0,5,1,34,4,2,0.298,0.383,0.68,3.61,3.51,2024
アギラー,西武,0.204,30,124,113,23,2,10,0,9,2,31,0,3,0.274,0.301,0.575,2.47,2.54,2024
小林　誠司,巨人,0.152,42,123,105,16,1,8,1,9,2,18,7,1,0.233,0.21,0.442,1.30,1.42,2024
二俣　翔一,広島,0.196,80,122,107,21,1,7,1,8,1,26,6,3,0.259,0.262,0.52,1.85,1.92,2024
海野　隆司,ソフトバンク,0.173,51,120,104,18,2,10,0,6,1,30,9,3,0.225,0.279,0.504,1.46,1.55,2024
廣岡　大志,オリックス,0.194,61,119,108,21,0,5,2,10,0,31,0,2,0.261,0.25,0.511,2.02,2.14,2024
林　琢真,DeNA,0.167,63,114,102,17,0,7,6,8,1,24,2,2,0.232,0.235,0.467,1.31,1.45,2024
塩見　泰隆,ヤクルト,0.267,31,113,101,27,3,8,3,9,2,16,0,1,0.336,0.386,0.722,5.09,5.04,2024
廣瀨　隆太,ソフトバンク,0.233,35,111,103,24,2,9,0,5,2,17,0,6,0.279,0.33,0.609,2.27,2.40,2024
田中　広輔,広島,0.156,66,108,96,15,2,7,1,9,1,26,0,2,0.231,0.24,0.471,1.32,1.75,2024
田村　俊介,広島,0.198,37,106,101,20,0,5,1,3,1,27,1,2,0.229,0.267,0.496,1.46,1.48,2024
炭谷　銀仁朗,西武,0.188,49,103,85,16,0,6,0,6,1,20,10,2,0.247,0.235,0.483,1.49,1.65,2024
増田　珠,ヤクルト,0.207,52,102,92,19,2,6,0,5,1,22,4,2,0.255,0.315,0.57,2.17,2.24,2024
上林　誠知,中日,0.191,46,102,94,18,1,3,0,7,0,22,1,0,0.248,0.255,0.503,1.99,2.11,2024
ディカーソン,中日,0.205,32,102,88,18,3,5,1,12,2,19,0,2,0.314,0.352,0.666,3.82,3.85,2024
立岡　宗一郎,巨人,0.214,48,99,84,18,0,8,3,11,0,19,4,0,0.305,0.214,0.52,2.37,2.48,2024
長野　久義,巨人,0.258,54,98,89,23,0,14,1,9,0,25,0,2,0.327,0.315,0.641,3.49,3.38,2024
戸柱　恭孝,DeNA,0.244,46,97,90,22,0,4,0,5,1,15,1,5,0.292,0.289,0.581,2.21,2.14,2024
島田　海吏,阪神,0.275,62,94,80,22,0,2,5,10,1,16,3,2,0.363,0.3,0.663,3.80,3.74,2024
大和,DeNA,0.247,42,94,81,20,0,3,1,5,1,12,4,3,0.289,0.259,0.548,2.31,2.67,2024
伊藤　光,DeNA,0.205,39,94,88,18,1,14,0,4,2,24,0,1,0.255,0.284,0.539,2.23,2.28,2024
佐藤　直樹,ソフトバンク,0.19,44,93,84,16,0,6,3,4,3,30,1,0,0.25,0.25,0.5,1.70,1.93,2024
石川　慎吾,ロッテ,0.211,33,93,90,19,1,5,0,3,0,19,0,3,0.237,0.278,0.514,1.58,1.63,2024
岡島　豪郎,楽天,0.2,31,93,80,16,1,6,0,11,1,15,1,3,0.304,0.275,0.579,2.40,2.51,2024
山野辺　翔,西武,0.213,50,90,80,17,0,0,6,5,0,17,5,1,0.259,0.275,0.534,2.39,2.38,2024
三好　大倫,中日,0.22,37,90,82,18,0,4,0,5,1,22,1,2,0.27,0.268,0.538,2.13,2.28,2024
奥村　光一,西武,0.177,45,84,79,14,0,3,2,2,2,12,1,1,0.217,0.203,0.419,0.59,0.74,2024
渡部　遼人,オリックス,0.182,65,81,66,12,0,7,4,6,1,10,8,0,0.26,0.212,0.472,1.19,1.34,2024
元山　飛優,西武,0.143,33,81,77,11,1,7,0,2,1,21,1,2,0.175,0.208,0.383,0.24,0.43,2024
石上　泰輝,DeNA,0.183,26,79,71,13,0,3,2,6,0,17,2,3,0.247,0.239,0.486,1.43,1.38,2024
松山　竜平,広島,0.178,65,78,73,13,1,10,0,4,0,12,0,5,0.218,0.274,0.492,0.91,0.99,2024
茶谷　健太,ロッテ,0.167,88,76,72,12,0,4,0,1,0,18,2,1,0.176,0.181,0.356,0.20,0.46,2024
愛斗,ロッテ,0.188,52,76,69,13,0,3,0,4,1,14,2,3,0.243,0.217,0.461,1.01,1.09,2024
鈴木　将平,西武,0.191,33,76,68,13,0,4,1,3,1,10,3,1,0.233,0.235,0.468,1.16,1.37,2024
茂木　栄五郎,楽天,0.265,46,75,68,18,1,8,0,5,0,13,1,0,0.311,0.397,0.708,4.61,4.61,2024
宇草　孔基,広島,0.242,41,75,66,16,3,8,3,4,2,22,3,1,0.306,0.409,0.715,4.16,4.22,2024
川越　誠司,中日,0.268,27,75,71,19,2,7,0,4,0,17,0,2,0.307,0.394,0.701,4.00,3.92,2024
コルデロ,西武,0.129,23,73,70,9,1,4,0,2,0,24,0,0,0.151,0.2,0.351,0.19,0.54,2024
松原　聖弥,西武,0.123,24,72,65,8,0,5,1,5,0,23,2,0,0.186,0.185,0.37,0.57,0.75,2024
和田　康士朗,ロッテ,0.15,88,71,60,9,0,8,11,6,1,13,3,0,0.235,0.15,0.385,1.94,2.29,2024
三森　大貴,ソフトバンク,0.288,25,71,66,19,1,13,2,4,0,10,1,1,0.329,0.364,0.692,4.24,4.13,2024
中村　奨成,広島,0.145,30,70,69,10,0,1,0,1,0,13,0,1,0.157,0.174,0.331,-0.29,-0.14,2024
ガルシア,西武,0.131,19,69,61,8,1,4,0,7,1,26,0,2,0.232,0.262,0.494,1.36,1.45,2024
ウォーカー,ソフトバンク,0.169,20,66,65,11,1,3,1,0,1,19,0,1,0.182,0.262,0.443,0.99,1.10,2024
若林　楽人,西武,0.129,19,66,62,8,3,5,2,1,1,12,2,4,0.156,0.274,0.43,0.19,0.48,2024
原口　文仁,阪神,0.241,52,65,58,14,2,9,1,5,2,14,0,0,0.323,0.362,0.685,4.58,4.66,2024
赤羽　由紘,ヤクルト,0.241,36,65,58,14,2,6,4,1,1,16,4,0,0.262,0.379,0.642,3.77,3.95,2024
ゴンザレス,オリックス,0.131,23,65,61,8,1,2,0,4,0,13,0,0,0.185,0.18,0.365,0.43,0.68,2024
細川　凌平,日本ハム,0.222,51,64,54,12,0,5,3,4,0,11,4,0,0.267,0.241,0.507,2.26,2.66,2024
林　晃汰,広島,0.183,27,64,60,11,0,2,0,4,0,20,0,3,0.234,0.25,0.484,1.06,1.02,2024
上田　希由翔,ロッテ,0.259,21,64,58,15,0,7,0,2,2,9,1,0,0.302,0.31,0.612,3.53,3.59,2024
加藤　豪将,日本ハム,0.172,28,63,58,10,0,1,0,5,0,11,0,1,0.238,0.19,0.428,1.02,1.18,2024
スティーブンソン,日本ハム,0.161,24,63,62,10,0,0,1,1,0,24,0,5,0.175,0.194,0.368,-0.75,-0.64,2024
緒方　理貢,ソフトバンク,0.173,86,62,52,9,0,4,4,7,0,10,3,2,0.271,0.231,0.502,1.79,1.91,2024
川端　慎吾,ヤクルト,0.224,61,61,58,13,0,6,0,2,1,9,0,1,0.262,0.224,0.486,1.69,1.78,2024
野口　恭佑,阪神,0.189,26,61,53,10,0,5,0,5,2,12,0,1,0.279,0.189,0.467,1.67,2.05,2024
黒川　史陽,楽天,0.232,22,60,56,13,1,8,0,4,0,12,0,2,0.283,0.304,0.587,2.52,2.59,2024
ロドリゲス,中日,0.13,23,59,54,7,0,1,0,2,0,16,3,0,0.161,0.13,0.29,-0.24,-0.03,2024
児玉　亮涼,西武,0.18,32,58,50,9,0,2,5,5,1,9,2,2,0.268,0.3,0.568,2.72,2.72,2024
茶野　篤政,オリックス,0.269,16,57,52,14,0,6,5,3,0,13,1,0,0.304,0.346,0.65,4.56,4.58,2024
井上　広大,阪神,0.212,23,55,52,11,3,8,1,3,0,20,0,0,0.255,0.423,0.678,3.55,3.72,2024
内山　壮真,ヤクルト,0.192,24,54,52,10,0,3,1,1,1,13,0,2,0.222,0.212,0.434,0.81,0.90,2024
ブライト　健太,中日,0.239,35,51,46,11,2,3,0,5,0,16,0,0,0.314,0.37,0.683,4.33,4.47,2024
野村　勇,ソフトバンク,0.116,38,50,43,5,0,1,4,6,0,18,1,1,0.224,0.116,0.341,0.65,0.86,2024
太田　賢吾,ヤクルト,0.204,18,50,49,10,0,5,0,1,0,14,0,0,0.22,0.265,0.485,1.66,1.72,2024
北村　拓己,ヤクルト,0.125,48,49,40,5,1,4,2,5,1,8,1,2,0.229,0.2,0.429,0.82,1.55,2024
並木　秀尊,ヤクルト,0.233,33,49,43,10,1,5,10,1,0,7,5,4,0.25,0.326,0.576,2.55,2.57,2024
中山　礼都,巨人,0.318,32,48,44,14,0,2,0,4,0,12,0,1,0.375,0.386,0.761,5.47,5.10,2024
秋広　優人,巨人,0.261,26,48,46,12,0,1,1,2,0,12,0,1,0.292,0.283,0.574,2.80,2.74,2024
井上　絢登,DeNA,0.19,25,48,42,8,0,4,1,2,2,8,2,1,0.261,0.31,0.57,2.48,2.29,2024
池田　来翔,ロッテ,0.111,21,46,45,5,0,1,0,1,0,7,0,2,0.13,0.156,0.286,-0.85,-0.72,2024
ビシエド,中日,0.209,15,46,43,9,1,2,0,2,1,3,0,3,0.261,0.302,0.563,1.71,1.75,2024
柘植　世那,西武,0.167,42,45,42,7,0,1,0,1,1,10,1,0,0.205,0.19,0.395,0.77,0.91,2024
龍空,中日,0.159,17,45,44,7,0,2,1,1,0,11,0,0,0.178,0.182,0.36,0.45,0.60,2024
若林　楽人,巨人,0.214,27,44,42,9,1,7,1,1,1,11,0,0,0.25,0.357,0.607,3.21,3.27,2024
安達　了一,オリックス,0.216,24,44,37,8,0,2,0,3,1,8,3,0,0.293,0.243,0.536,2.52,2.56,2024
中島　卓也,日本ハム,0.205,46,41,39,8,0,2,4,2,0,9,0,0,0.244,0.231,0.475,0.96,1.14,2024
松尾　汐恩,DeNA,0.211,27,40,38,8,0,1,0,1,1,8,0,1,0.25,0.289,0.539,1.99,1.92,2024
石塚　綜一郎,ソフトバンク,0.194,15,40,31,6,1,6,0,3,4,10,0,0,0.333,0.29,0.624,3.94,4.53,2024
横山　聖哉,オリックス,0.15,12,40,40,6,0,0,0,0,0,16,0,1,0.15,0.175,0.325,-0.39,-0.26,2024
山崎　晃大朗,ヤクルト,0.133,22,39,30,4,0,1,1,3,0,13,6,0,0.212,0.133,0.345,0.66,0.84,2024
増田　大輝,巨人,0.2,40,38,30,6,0,4,4,1,0,6,7,1,0.226,0.3,0.526,1.79,1.80,2024
渡部　健人,西武,0.03,11,38,33,1,0,0,0,5,0,18,0,0,0.158,0.03,0.188,-1.10,-0.69,2024
大盛　穂,広島,0.226,74,35,31,7,0,4,2,2,0,10,2,0,0.273,0.29,0.563,2.54,2.50,2024
後藤　駿太,中日,0.125,29,35,32,4,0,1,0,2,0,9,1,0,0.176,0.125,0.301,-0.13,0.12,2024
柴田　竜拓,DeNA,0.261,82,34,23,6,0,2,1,3,1,7,7,0,0.37,0.261,0.631,3.69,3.53,2024
田中　和基,楽天,0.129,68,34,31,4,0,1,0,0,0,9,3,0,0.129,0.161,0.29,-0.27,-0.14,2024
リチャード,ソフトバンク,0.226,15,33,31,7,0,1,0,1,1,12,0,3,0.273,0.323,0.595,1.61,1.47,2024
陽川　尚将,西武,0.133,11,33,30,4,0,2,0,2,1,7,0,0,0.212,0.133,0.345,0.37,0.64,2024
楠本　泰史,DeNA,0.172,18,31,29,5,0,5,0,1,1,5,0,0,0.226,0.207,0.433,1.23,1.35,2024
シャイナー,広島,0.133,12,31,30,4,1,5,0,1,0,9,0,1,0.161,0.267,0.428,0.48,0.72,2024
野口　智哉,オリックス,0.111,12,30,27,3,1,1,0,1,2,10,0,0,0.2,0.259,0.459,0.86,1.21,2024
小野寺　暖,阪神,0.148,25,29,27,4,0,0,0,0,1,10,1,0,0.179,0.222,0.401,0.70,0.87,2024
石橋　康太,中日,0.208,11,29,24,5,0,3,0,1,0,7,3,1,0.231,0.292,0.522,1.56,1.73,2024
濱田　太貴,ヤクルト,0.077,10,28,26,2,0,1,0,1,0,8,1,1,0.111,0.077,0.188,-1.49,-1.26,2024
山田　遥楓,楽天,0.16,25,27,25,4,0,1,0,2,0,10,0,0,0.222,0.24,0.462,1.43,1.48,2024
鵜飼　航丞,中日,0.185,12,27,27,5,0,3,0,0,0,10,0,1,0.185,0.259,0.444,0.62,0.60,2024
澤井　廉,ヤクルト,0.16,12,27,25,4,1,4,0,0,1,12,1,0,0.192,0.28,0.472,1.35,1.63,2024
吉田　賢吾,ソフトバンク,0.192,10,27,26,5,0,2,0,0,0,4,0,0,0.185,0.192,0.377,0.64,1.17,2024
ダウンズ,ソフトバンク,0.273,7,26,22,6,1,2,1,2,2,1,0,0,0.385,0.409,0.794,6.80,6.80,2024
羽月　隆太郎,広島,0.227,53,25,22,5,0,1,12,1,0,8,2,0,0.261,0.273,0.534,1.08,1.53,2024
神里　和毅,DeNA,0.13,25,25,23,3,0,0,2,1,1,12,0,0,0.2,0.13,0.33,0.61,0.86,2024
中村　貴浩,広島,0.208,11,25,24,5,0,3,0,0,0,5,1,1,0.208,0.208,0.417,0.47,0.54,2024
西田　明央,ヤクルト,0.136,24,24,22,3,0,2,0,1,0,2,0,1,0.167,0.182,0.348,-0.09,0.42,2024
平良　竜哉,楽天,0.143,18,24,21,3,0,3,0,2,0,3,1,0,0.217,0.143,0.36,0.08,0.35,2024
中村　健人,広島,0.083,12,24,24,2,1,2,0,0,0,8,0,0,0.083,0.208,0.292,-0.52,-0.12,2024
福永　奨,オリックス,0.182,11,23,22,4,0,0,0,1,0,6,0,1,0.217,0.182,0.399,0.28,0.43,2024
池田　陵真,オリックス,0.174,8,23,23,4,0,0,0,0,0,4,0,1,0.174,0.174,0.348,-0.28,-0.15,2024
知野　直人,DeNA,0.111,24,22,18,2,0,2,1,4,0,4,0,1,0.273,0.167,0.439,1.27,1.46,2024
大下　誠一郎,ロッテ,0.15,22,22,20,3,0,1,0,1,0,4,1,0,0.19,0.2,0.39,0.71,0.81,2024
フォード,DeNA,0.2,6,22,20,4,1,2,0,2,0,2,0,0,0.273,0.35,0.623,3.40,3.65,2024
杉澤　龍,オリックス,0.053,28,21,19,1,0,0,0,0,0,6,2,0,0.053,0.053,0.105,-1.69,-1.47,2024
内藤　鵬,オリックス,0.1,7,21,20,2,0,0,0,0,1,9,0,0,0.143,0.15,0.293,-0.38,-0.20,2024
笹川　吉康,ソフトバンク,0.286,7,21,21,6,1,2,2,0,0,6,0,0,0.286,0.429,0.714,4.26,4.35,2024
辻本　倫太郎,中日,0.167,13,20,18,3,0,0,0,1,0,0,1,1,0.211,0.167,0.377,0.12,0.11,2024
牧野　翔矢,西武,0.05,10,20,20,1,0,0,0,0,0,10,0,0,0.05,0.05,0.1,-2.10,-1.83,2024
矢澤　宏太,日本ハム,0.111,28,19,18,2,0,0,0,0,0,5,1,1,0.111,0.111,0.222,-1.38,-1.22,2024
ミエセス,阪神,0.111,14,19,18,2,0,0,0,1,0,5,0,1,0.158,0.111,0.269,-1.03,-0.81,2024
豊田　寛,阪神,0.211,11,19,19,4,0,0,0,0,0,5,0,2,0.211,0.263,0.474,0.19,0.14,2024
今川　優馬,日本ハム,0.211,6,19,19,4,0,0,0,0,0,5,0,0,0.211,0.263,0.474,0.19,0.30,2024
山本　大斗,ロッテ,0.111,5,19,18,2,0,0,0,1,0,4,0,0,0.158,0.167,0.325,-0.01,0.15,2024
山足　達也,オリックス,0.133,43,18,15,2,0,0,2,3,0,3,0,0,0.278,0.133,0.411,2.18,2.28,2024
重信　慎之介,巨人,0.067,33,18,15,1,0,0,6,3,0,6,0,0,0.222,0.067,0.289,1.35,1.75,2024
久保　修,広島,0.059,19,18,17,1,0,0,0,0,1,8,0,0,0.111,0.059,0.17,-1.43,-1.11,2024
トーマス,オリックス,0.0,10,18,18,0,0,0,0,0,0,7,0,0,0.0,0.0,0.0,-2.78,-2.52,2024
大城　滉二,オリックス,0.308,7,18,13,4,0,2,0,0,2,1,3,0,0.4,0.385,0.785,5.29,4.95,2024
ブランドン,西武,0.188,4,18,16,3,0,0,0,2,0,7,0,0,0.278,0.188,0.465,1.77,1.97,2024
西浦　直亨,DeNA,0.267,8,17,15,4,0,1,0,2,0,5,0,2,0.353,0.4,0.753,3.11,2.82,2024
佐藤　啓介,広島,0.133,7,17,15,2,0,0,0,2,0,3,0,0,0.235,0.133,0.369,0.72,1.02,2024
梶谷　隆幸,巨人,0.188,6,17,16,3,1,2,0,1,0,4,0,1,0.235,0.375,0.61,2.04,2.33,2024
仲田　慶介,ソフトバンク,0.214,24,16,14,3,0,0,0,1,0,3,1,1,0.267,0.214,0.481,0.96,1.04,2024
松原　聖弥,巨人,0.154,9,16,13,2,0,2,0,3,0,5,0,0,0.313,0.154,0.466,2.11,2.43,2024
小田　裕也,オリックス,0.214,20,15,14,3,0,0,0,1,0,5,0,1,0.267,0.429,0.695,2.85,2.70,2024
中島　宏之,中日,0.0,15,15,13,0,0,1,0,0,2,7,0,1,0.133,0.0,0.133,-2.09,-1.77,2024
清水　優心,日本ハム,0.143,12,15,14,2,0,1,0,0,0,5,1,0,0.143,0.214,0.357,0.25,0.29,2024
韮澤　雄也,広島,0.133,11,15,15,2,0,0,0,0,0,2,0,1,0.133,0.133,0.267,-1.22,-1.08,2024
宜保　翔,オリックス,0.25,22,14,12,3,0,0,1,2,0,3,0,0,0.357,0.25,0.607,4.54,4.59,2024
福田　光輝,日本ハム,0.357,5,14,14,5,0,2,0,0,0,4,0,0,0.357,0.5,0.857,7.12,6.30,2024
入江　大樹,楽天,0.417,5,14,12,5,0,0,0,1,0,3,1,0,0.462,0.417,0.878,8.07,7.53,2024
村田　怜音,西武,0.231,4,13,13,3,0,1,0,0,0,4,0,0,0.231,0.231,0.462,1.46,1.54,2024
尾田　剛樹,中日,0.0,65,12,11,0,0,0,4,0,0,4,1,0,0.0,0.0,0.0,-3.51,-2.95,2024
田中　貴也,楽天,0.1,17,12,10,1,0,0,0,2,0,4,0,1,0.25,0.1,0.35,-0.36,-0.08,2024
植田　海,阪神,0.273,59,11,11,3,0,3,4,0,0,3,0,0,0.273,0.455,0.727,5.13,5.10,2024
江越　大賀,日本ハム,0.0,19,10,10,0,0,0,0,0,0,7,0,0,0.0,0.0,0.0,-3.87,-3.60,2024
磯村　嘉孝,広島,0.0,10,10,9,0,0,0,0,1,0,4,0,0,0.1,0.0,0.1,-1.88,-1.50,2024
石垣　雅海,中日,0.2,9,10,10,2,0,0,1,0,0,0,0,0,0.2,0.3,0.5,2.42,2.30,2024
井上　朋也,ソフトバンク,0.0,5,10,10,0,0,0,0,0,0,5,0,0,0.0,0.0,0.0,-2.81,-2.54,2024
谷川原　健太,ソフトバンク,0.444,4,10,9,4,0,2,0,0,1,2,0,0,0.5,0.778,1.278,16.13,14.20,2024
熊谷　敬宥,阪神,0.125,32,9,8,1,0,0,1,0,0,2,1,0,0.125,0.125,0.25,-1.01,-0.75,2024
岡田　悠希,巨人,0.143,4,9,7,1,0,0,0,2,0,2,0,0,0.333,0.143,0.476,2.45,2.79,2024
Ｔ－岡田,オリックス,0.125,4,9,8,1,0,0,0,1,0,3,0,0,0.222,0.125,0.347,0.41,0.73,2024
石川　亮,オリックス,0.143,13,8,7,1,0,0,0,1,0,2,0,0,0.25,0.286,0.536,2.31,2.25,2024
ウレーニャ,巨人,0.0,7,8,7,0,0,0,0,1,0,4,0,0,0.125,0.0,0.125,-1.65,-1.23,2024
元　謙太,オリックス,0.125,5,8,8,1,0,0,0,0,0,3,0,0,0.125,0.125,0.25,-0.82,-0.58,2024
高木　渉,西武,0.0,3,8,7,0,0,0,0,0,1,0,0,0,0.125,0.0,0.125,-1.52,-1.12,2024
湯浅　大,巨人,0.167,19,7,6,1,0,2,0,0,0,2,1,0,0.167,0.167,0.333,-1.19,-0.96,2024
寺地　隆成,ロッテ,0.143,2,7,7,1,0,0,0,0,0,4,0,0,0.143,0.286,0.429,0.74,0.68,2024
髙松　渡,西武,0.0,35,6,6,0,0,0,8,0,0,4,0,0,0.0,0.0,0.0,-0.40,0.78,2024
古市　尊,西武,0.0,6,6,6,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,-1.93,-1.62,2024
山﨑　剛,楽天,0.0,5,6,6,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.74,-2.48,2024
嶺井　博希,ソフトバンク,0.5,4,6,6,3,1,3,0,0,0,1,0,0,0.5,1.0,1.5,20.91,19.44,2024
宮崎　一樹,日本ハム,0.2,4,6,5,1,0,0,0,1,0,2,0,0,0.333,0.2,0.533,2.91,3.11,2024
増田　陸,巨人,0.0,4,6,5,0,0,0,0,0,1,1,0,1,0.167,0.0,0.167,-2.42,-2.21,2024
堀内　謙伍,楽天,0.0,4,6,6,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.74,-2.48,2024
レイノルズ,広島,0.0,2,6,4,0,0,1,0,1,0,2,0,1,0.167,0.0,0.167,-1.82,-0.18,2024
山瀬　慎之助,巨人,0.333,2,6,6,2,0,0,0,0,0,1,0,0,0.333,0.333,0.667,4.49,4.25,2024
武藤　敦貴,楽天,0.2,7,5,5,1,0,0,0,0,0,2,0,0,0.2,0.2,0.4,-1.35,-1.08,2024
小森　航大郎,ヤクルト,0.0,4,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2024
梅林　優貴,日本ハム,0.0,3,5,4,0,0,0,0,0,0,3,1,0,0.0,0.0,0.0,-2.07,-1.84,2024
郡　拓也,巨人,0.0,5,4,4,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.75,-2.50,2024
長坂　拳弥,阪神,0.0,5,4,3,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,-1.85,-1.69,2024
松川　虎生,ロッテ,0.25,2,4,4,1,0,0,0,0,0,3,0,0,0.25,0.25,0.5,1.81,1.89,2024
鈴木　叶,ヤクルト,0.5,2,4,4,2,0,2,0,0,0,1,0,0,0.5,0.5,1.0,12.17,10.94,2024
仲田　侑仁,広島,0.25,1,4,4,1,0,0,0,0,0,1,0,0,0.25,0.25,0.5,1.97,1.98,2024
柿沼　友哉,ロッテ,0.0,3,3,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.84,-2.61,2024
進藤　勇也,日本ハム,0.0,2,3,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.84,-2.61,2024
辰見　鴻之介,楽天,0.0,2,3,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.84,-2.61,2024
古川　裕大,日本ハム,0.0,1,3,2,0,0,0,0,1,0,2,0,0,0.333,0.0,0.333,1.27,1.89,2024
内田　湘大,広島,0.333,1,3,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.667,4.55,4.32,2024
佐野　皓大,オリックス,0.0,4,2,2,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,-5.85,-5.87,2024
東妻　純平,DeNA,0.5,3,2,2,1,0,1,0,0,0,0,0,0,0.5,1.0,1.5,21.00,17.01,2024
野村　大樹,ソフトバンク,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2024
伊藤　琉偉,ヤクルト,0.0,6,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2024
樋口　正修,中日,0.0,6,1,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,1.69,2.16,2024
味谷　大誠,中日,0.0,3,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2024
岡田　雅利,西武,1.0,1,1,1,1,0,0,0,0,0,0,0,0,1.0,2.0,3.0,∞,∞,2024
橋本　星哉,ヤクルト,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2024
喜多　隆介,巨人,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2024
山浅　龍之介,中日,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2024
榮枝　裕貴,阪神,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2024
近本　光司,阪神,0.279,140,638,573,160,3,34,32,60,2,88,0,3,0.348,0.353,0.7,4.94,4.82,2025
岡林　勇希,中日,0.291,143,637,578,168,5,35,17,51,1,57,4,1,0.348,0.382,0.73,5.29,5.08,2025
中野　拓夢,阪神,0.282,143,625,531,150,0,30,19,44,3,77,44,5,0.339,0.328,0.667,4.01,3.91,2025
森下　翔太,阪神,0.275,143,620,549,151,23,89,5,54,12,86,0,15,0.35,0.463,0.813,5.64,5.61,2025
佐藤　輝明,阪神,0.277,139,597,537,149,40,102,10,57,0,163,0,5,0.345,0.579,0.924,7.23,7.09,2025
