year,team,player
2021,DeNA,阪口　皓亮
2021,DeNA,伊勢　大夢
2021,DeNA,石田　健大
2021,DeNA,大貫　晋一
2021,DeNA,三嶋　一輝
2021,DeNA,山﨑　康晃
2021,DeNA,坂本　裕哉
2021,DeNA,今永　昇太
2021,DeNA,入江　大生
2021,DeNA,オースティン
2021,DeNA,齋藤　俊介
2021,DeNA,濵口　遥大
2021,DeNA,上茶谷　大河
2021,DeNA,勝又　温史
2021,DeNA,伊藤　光
2021,DeNA,飯塚　悟史
2021,DeNA,柴田　竜拓
2021,DeNA,益子　京右
2021,DeNA,乙坂　智
2021,DeNA,平田　真吾
2021,DeNA,三上　朋也
2021,DeNA,髙城　俊人
2021,DeNA,楠本　泰史
2021,DeNA,田中　俊太
2021,DeNA,嶺井　博希
2021,DeNA,松本　隆之介
2021,DeNA,櫻井　周斗
2021,DeNA,ロメロ
2021,DeNA,進藤　拓也
2021,DeNA,小深田　大地
2021,DeNA,ピープルズ
2021,DeNA,田中　健二朗
2021,DeNA,砂田　毅樹
2021,DeNA,京山　将弥
2021,DeNA,シャッケルフォード
2021,DeNA,山本　祐大
2021,DeNA,宮﨑　敏郎
2021,DeNA,細川　成也
2021,DeNA,池谷　蒼大
2021,DeNA,浅田　将汰
2021,DeNA,田部　隼人
2021,DeNA,髙田　琢登
2021,DeNA,東妻　純平
2021,DeNA,武藤　祐太
2021,DeNA,平良　拳太郎
2021,DeNA,知野　直人
2021,DeNA,蝦名　達夫
2021,DeNA,エスコバー
2021,DeNA,関根　大気
2021,DeNA,風張　蓮
2021,DeNA,宮國　椋丞
2021,DeNA,山下　幸輝
2021,DeNA,有吉　優樹
2021,DeNA,中川　虎大
2021,DeNA,笠井　崇正
2021,DeNA,ソト
2021,DeNA,宮城　滝太
2021,DeNA,石川　達也
2021,DeNA,加藤　大
2021,DeNA,コルデロ
2021,DeNA,デラロサ
2021,DeNA,ディアス
2021,DeNA,スターリン
2021,オリックス,勝俣　翔貴
2021,オリックス,佐藤　一磨
2021,オリックス,モヤ
2021,オリックス,若月　健矢
2021,オリックス,谷岡　楓太
2021,オリックス,中田　惟斗
2021,オリックス,安達　了一
2021,オリックス,平野　大和
2021,オリックス,福田　周平
2021,オリックス,西野　真弘
2021,オリックス,鶴見　凌也
2021,オリックス,宗　佑磨
2021,オリックス,佐藤　優悟
2021,オリックス,後藤　駿太
2021,オリックス,松山　真之
2021,オリックス,大城　滉二
2021,オリックス,ジョーンズ
2021,オリックス,山﨑　福也
2021,オリックス,川瀬　堅斗
2021,オリックス,山下　舜平大
2021,オリックス,辻垣　高良
2021,オリックス,宇田川　優希
2021,オリックス,宮城　大弥
2021,オリックス,釣　寿生
2021,オリックス,吉田　一将
2021,オリックス,荒西　祐大
2021,オリックス,平野　佳寿
2021,オリックス,古長　拓
2021,オリックス,増井　浩俊
2021,オリックス,山本　由伸
2021,オリックス,山岡　泰輔
2021,オリックス,竹安　大知
2021,オリックス,村西　良太
2021,オリックス,伏見　寅威
2021,オリックス,紅林　弘太郎
2021,オリックス,西村　凌
2021,オリックス,能見　篤史
2021,オリックス,元　謙太
2021,オリックス,富山　凌雅
2021,オリックス,田嶋　大樹
2021,オリックス,Ｋ－鈴木
2021,オリックス,太田　椋
2021,オリックス,ディクソン
2021,オリックス,松井　雅人
2021,オリックス,吉田　正尚
2021,オリックス,比嘉　幹貴
2021,オリックス,山足　達也
2021,オリックス,中川　颯
2021,オリックス,来田　涼斗
2021,オリックス,飯田　優也
2021,オリックス,大下　誠一郎
2021,オリックス,佐野　皓大
2021,オリックス,ラベロ
2021,オリックス,前　佑囲斗
2021,オリックス,頓宮　裕真
2021,オリックス,阿部　翔太
2021,オリックス,本田　仁海
2021,オリックス,海田　智行
2021,オリックス,齋藤　綱記
2021,オリックス,澤田　圭佑
2021,オリックス,小田　裕也
2021,オリックス,ヒギンス
2021,オリックス,宜保　翔
2021,オリックス,黒木　優太
2021,オリックス,Ｔ－岡田
2021,オリックス,スパークマン
2021,オリックス,山田　修義
2021,オリックス,金田　和之
2021,オリックス,バルガス
2021,オリックス,佐野　如一
2021,オリックス,榊原　翼
2021,オリックス,中川　拓真
2021,オリックス,山﨑　颯一郎
2021,オリックス,廣澤　伸哉
2021,オリックス,漆原　大晟
2021,オリックス,吉田　凌
2021,オリックス,中川　圭太
2021,オリックス,鈴木　優
2021,オリックス,ロメロ
2021,オリックス,岡﨑　大輔
2021,オリックス,神戸　文也
2021,オリックス,張　奕
2021,オリックス,杉本　裕太郎
2021,オリックス,稲富　宏樹
2021,オリックス,近藤　大亮
2021,オリックス,西浦　颯大
2021,オリックス,田城　飛翔
2021,オリックス,東　晃平
2021,オリックス,フェリペ
2021,ソフトバンク,川瀬　晃
2021,ソフトバンク,髙田　知季
2021,ソフトバンク,スチュワート・ジュニア
2021,ソフトバンク,バレンティン
2021,ソフトバンク,松田　宣浩
2021,ソフトバンク,今宮　健太
2021,ソフトバンク,中村　晃
2021,ソフトバンク,明石　健志
2021,ソフトバンク,柳田　悠岐
2021,ソフトバンク,大竹　耕太郎
2021,ソフトバンク,津森　宥紀
2021,ソフトバンク,髙谷　裕亮
2021,ソフトバンク,中谷　将大
2021,ソフトバンク,東浜　巨
2021,ソフトバンク,岩嵜　翔
2021,ソフトバンク,武田　翔太
2021,ソフトバンク,甲斐　拓也
2021,ソフトバンク,甲斐野　央
2021,ソフトバンク,和田　毅
2021,ソフトバンク,牧原　巧汰
2021,ソフトバンク,周東　佑京
2021,ソフトバンク,長谷川　勇也
2021,ソフトバンク,田中　正義
2021,ソフトバンク,レイ
2021,ソフトバンク,グラシアル
2021,ソフトバンク,高橋　礼
2021,ソフトバンク,石川　柊太
2021,ソフトバンク,佐藤　直樹
2021,ソフトバンク,栗原　陵矢
2021,ソフトバンク,柳町　達
2021,ソフトバンク,増田　珠
2021,ソフトバンク,椎野　新
2021,ソフトバンク,モイネロ
2021,ソフトバンク,牧原　大成
2021,ソフトバンク,マルティネス
2021,ソフトバンク,森　唯斗
2021,ソフトバンク,尾形　崇斗
2021,ソフトバンク,杉山　一樹
2021,ソフトバンク,千賀　滉大
2021,ソフトバンク,大関　友久
2021,ソフトバンク,井上　朋也
2021,ソフトバンク,笹川　吉康
2021,ソフトバンク,谷川原　健太
2021,ソフトバンク,川原田　純平
2021,ソフトバンク,髙橋　純平
2021,ソフトバンク,渡邉　雄大
2021,ソフトバンク,古谷　優人
2021,ソフトバンク,板東　湧梧
2021,ソフトバンク,上林　誠知
2021,ソフトバンク,リチャード
2021,ソフトバンク,泉　圭輔
2021,ソフトバンク,デスパイネ
2021,ソフトバンク,野村　大樹
2021,ソフトバンク,田浦　文丸
2021,ソフトバンク,嘉弥真　新也
2021,ソフトバンク,サファテ
2021,ソフトバンク,水谷　瞬
2021,ソフトバンク,釜元　豪
2021,ソフトバンク,奥村　政稔
2021,ソフトバンク,海野　隆司
2021,ソフトバンク,川原　弘之
2021,ソフトバンク,真砂　勇介
2021,ソフトバンク,九鬼　隆平
2021,ソフトバンク,松本　裕樹
2021,ソフトバンク,笠谷　俊介
2021,ソフトバンク,三森　大貴
2021,ソフトバンク,小林　珠維
2021,ソフトバンク,田上　奏大
2021,ソフトバンク,アルバレス
2021,ソフトバンク,渡邉　陸
2021,ソフトバンク,川島　慶三
2021,ソフトバンク,佐藤　宏樹
2021,ソフトバンク,石塚　綜一郎
2021,ソフトバンク,中道　佑哉
2021,ソフトバンク,桑原　秀侍
2021,ソフトバンク,早　真之介
2021,ソフトバンク,黒瀬　健太
2021,ソフトバンク,緒方　理貢
2021,ソフトバンク,伊藤　大将
2021,ソフトバンク,居谷　匠真
2021,ソフトバンク,勝連　大稀
2021,ソフトバンク,舟越　秀虎
2021,ソフトバンク,岡本　直也
2021,ソフトバンク,大城　真乃
2021,ソフトバンク,荒木　翔太
2021,ソフトバンク,中村　亮太
2021,ソフトバンク,重田　倫明
2021,ソフトバンク,吉住　晴斗
2021,ソフトバンク,ロドリゲス
2021,ソフトバンク,中村　宜聖
2021,ソフトバンク,村上　舜
2021,ヤクルト,並木　秀尊
2021,ヤクルト,奥村　展征
2021,ヤクルト,山田　哲人
2021,ヤクルト,中村　悠平
2021,ヤクルト,西浦　直亨
2021,ヤクルト,川端　慎吾
2021,ヤクルト,元山　飛優
2021,ヤクルト,内川　聖一
2021,ヤクルト,中山　翔太
2021,ヤクルト,塩見　泰隆
2021,ヤクルト,荒木　貴裕
2021,ヤクルト,奥川　恭伸
2021,ヤクルト,石山　泰稚
2021,ヤクルト,オスナ
2021,ヤクルト,高梨　裕稔
2021,ヤクルト,小澤　怜史
2021,ヤクルト,バンデンハーク
2021,ヤクルト,原　樹理
2021,ヤクルト,丸山　翔大
2021,ヤクルト,清水　昇
2021,ヤクルト,寺島　成輝
2021,ヤクルト,下　慎之介
2021,ヤクルト,石川　雅規
2021,ヤクルト,木澤　尚文
2021,ヤクルト,山野　太一
2021,ヤクルト,松井　聖
2021,ヤクルト,青木　宣親
2021,ヤクルト,赤羽　由紘
2021,ヤクルト,星　知弥
2021,ヤクルト,サンタナ
2021,ヤクルト,内山　太嗣
2021,ヤクルト,坂本　光士郎
2021,ヤクルト,吉田　大喜
2021,ヤクルト,小川　泰弘
2021,ヤクルト,西田　明央
2021,ヤクルト,山崎　晃大朗
2021,ヤクルト,松本　直樹
2021,ヤクルト,内山　壮真
2021,ヤクルト,田口　麗斗
2021,ヤクルト,杉山　晃基
2021,ヤクルト,マクガフ
2021,ヤクルト,梅野　雄吾
2021,ヤクルト,宮本　丈
2021,ヤクルト,市川　悠太
2021,ヤクルト,雄平
2021,ヤクルト,坂口　智隆
2021,ヤクルト,スアレス
2021,ヤクルト,大西　広樹
2021,ヤクルト,嶋　基宏
2021,ヤクルト,太田　賢吾
2021,ヤクルト,高橋　奎二
2021,ヤクルト,金久保　優斗
2021,ヤクルト,渡邉　大樹
2021,ヤクルト,濱田　太貴
2021,ヤクルト,近藤　弘樹
2021,ヤクルト,長谷川　宙輝
2021,ヤクルト,サイスニード
2021,ヤクルト,村上　宗隆
2021,ヤクルト,鈴木　裕太
2021,ヤクルト,古賀　優大
2021,ヤクルト,長岡　秀樹
2021,ヤクルト,大村　孟
2021,ヤクルト,武岡　龍世
2021,ヤクルト,久保　拓眞
2021,ヤクルト,歳内　宏明
2021,ヤクルト,中尾　輝
2021,ヤクルト,大下　佑馬
2021,ヤクルト,松本　友
2021,ヤクルト,吉田　大成
2021,ヤクルト,嘉手苅　浩太
2021,ヤクルト,宮台　康平
2021,ヤクルト,今野　龍太
2021,ヤクルト,ケリン
2021,ヤクルト,蔵本　治孝
2021,ロッテ,鳥谷　敬
2021,ロッテ,荻野　貴司
2021,ロッテ,清田　育宏
2021,ロッテ,藤原　恭大
2021,ロッテ,角中　勝也
2021,ロッテ,藤岡　裕大
2021,ロッテ,安田　尚憲
2021,ロッテ,福田　秀平
2021,ロッテ,中村　奨吾
2021,ロッテ,佐々木　千隼
2021,ロッテ,石川　歩
2021,ロッテ,平沢　大河
2021,ロッテ,美馬　学
2021,ロッテ,種市　篤暉
2021,ロッテ,佐々木　朗希
2021,ロッテ,二木　康太
2021,ロッテ,唐川　侑己
2021,ロッテ,東條　大樹
2021,ロッテ,田村　龍弘
2021,ロッテ,三木　亮
2021,ロッテ,東妻　勇輔
2021,ロッテ,岡　大海
2021,ロッテ,山本　大貴
2021,ロッテ,松永　昂大
2021,ロッテ,西野　勇士
2021,ロッテ,石崎　剛
2021,ロッテ,菅野　剛士
2021,ロッテ,佐藤　都志也
2021,ロッテ,南　昌輝
2021,ロッテ,土肥　星也
2021,ロッテ,鈴木　昭汰
2021,ロッテ,小窪　哲也
2021,ロッテ,小野　郁
2021,ロッテ,髙部　瑛斗
2021,ロッテ,吉田　裕太
2021,ロッテ,福田　光輝
2021,ロッテ,成田　翔
2021,ロッテ,ハーマン
2021,ロッテ,小島　和哉
2021,ロッテ,井上　晴哉
2021,ロッテ,宗接　唯人
2021,ロッテ,岩下　大輝
2021,ロッテ,田中　靖洋
2021,ロッテ,中村　稔弥
2021,ロッテ,本前　郁也
2021,ロッテ,松田　進
2021,ロッテ,山口　航輝
2021,ロッテ,益田　直也
2021,ロッテ,江村　直也
2021,ロッテ,レアード
2021,ロッテ,エチェバリア
2021,ロッテ,中森　俊介
2021,ロッテ,小川　龍成
2021,ロッテ,河村　説人
2021,ロッテ,西川　僚祐
2021,ロッテ,横山　陸人
2021,ロッテ,髙濱　卓也
2021,ロッテ,永野　将司
2021,ロッテ,和田　康士朗
2021,ロッテ,大嶺　祐太
2021,ロッテ,古谷　拓郎
2021,ロッテ,加藤　匠馬
2021,ロッテ,茶谷　健太
2021,ロッテ,西巻　賢二
2021,ロッテ,土居　豪人
2021,ロッテ,フローレス
2021,ロッテ,マーティン
2021,ロッテ,ロメロ
2021,ロッテ,国吉　佑樹
2021,ロッテ,植田　将太
2021,ロッテ,柿沼　友哉
2021,ロッテ,小沼　健太
2021,ロッテ,谷川　唯人
2021,ロッテ,森　遼大朗
2021,ロッテ,山本　大斗
2021,ロッテ,原　嵩
2021,ロッテ,アコスタ
2021,ロッテ,佐藤　奨真
2021,ロッテ,サントス
2021,ロッテ,ペラルタ
2021,中日,石岡　諒太
2021,中日,髙松　渡
2021,中日,京田　陽太
2021,中日,石川　昂弥
2021,中日,高橋　周平
2021,中日,藤井　淳志
2021,中日,阿部　寿樹
2021,中日,平田　良介
2021,中日,根尾　昂
2021,中日,大島　洋平
2021,中日,福留　孝介
2021,中日,小笠原　慎之介
2021,中日,田島　慎二
2021,中日,橋本　侑樹
2021,中日,谷元　圭介
2021,中日,又吉　克樹
2021,中日,柳　裕也
2021,中日,梅津　晃大
2021,中日,髙橋　宏斗
2021,中日,岡田　俊哉
2021,中日,大野　雄大
2021,中日,遠藤　一星
2021,中日,福谷　浩司
2021,中日,佐藤　優
2021,中日,井領　雅貴
2021,中日,大野　奨太
2021,中日,森　博人
2021,中日,山井　大介
2021,中日,三好　大倫
2021,中日,渡辺　勝
2021,中日,石垣　雅海
2021,中日,祖父江　大輔
2021,中日,福　敬登
2021,中日,木下　拓哉
2021,中日,岡野　祐一郎
2021,中日,三ツ俣　大樹
2021,中日,松葉　貴大
2021,中日,山下　斐紹
2021,中日,石川　翔
2021,中日,勝野　昌慶
2021,中日,ロサリオ
2021,中日,三ツ間　卓也
2021,中日,郡司　裕也
2021,中日,土田　龍空
2021,中日,鈴木　博志
2021,中日,笠原　祥太郎
2021,中日,溝脇　隼人
2021,中日,伊藤　康祐
2021,中日,清水　達也
2021,中日,滝野　要
2021,中日,加藤　翔平
2021,中日,マルク
2021,中日,藤嶋　健人
2021,中日,福田　永将
2021,中日,武田　健吾
2021,中日,Ａ．マルティネス
2021,中日,石橋　康太
2021,中日,山本　拓実
2021,中日,岡林　勇希
2021,中日,堂上　直倫
2021,中日,福島　章太
2021,中日,加藤　翼
2021,中日,ビシエド
2021,中日,ロドリゲス
2021,中日,桂　依央利
2021,中日,濱田　達郎
2021,中日,近藤　廉
2021,中日,Ｒ．マルティネス
2021,中日,木下　雄介
2021,中日,ガーバー
2021,中日,竹内　龍臣
2021,中日,上田　洸太朗
2021,中日,丸山　泰資
2021,中日,松木平　優太
2021,中日,松田　亘哲
2021,中日,垣越　建伸
2021,中日,ワカマツ
2021,巨人,湯浅　大
2021,巨人,増田　大輝
2021,巨人,加藤　廉
2021,巨人,陽　岱鋼
2021,巨人,ダニエル・ミサキ
2021,巨人,山川　和大
2021,巨人,中島　宏之
2021,巨人,坂本　勇人
2021,巨人,坂本　勇人
2021,巨人,デラクルーズ
2021,巨人,丸　佳浩
2021,巨人,加藤　壮太
2021,巨人,亀井　善行
2021,巨人,スモーク
2021,巨人,中田　翔
2021,巨人,平内　龍太
2021,巨人,笠島　尚樹
2021,巨人,平井　快青
2021,巨人,デラロサ
2021,巨人,ティマ
2021,巨人,梶谷　隆幸
2021,巨人,サンチェス
2021,巨人,奈良木　陸
2021,巨人,大竹　寛
2021,巨人,木下　幹也
2021,巨人,菅野　智之
2021,巨人,田中　優大
2021,巨人,山崎　伊織
2021,巨人,戸郷　翔征
2021,巨人,井納　翔一
2021,巨人,黒田　響生
2021,巨人,小林　誠司
2021,巨人,野上　亮磨
2021,巨人,前田　研輝
2021,巨人,大城　卓三
2021,巨人,岡本　和真
2021,巨人,岡本　大翔
2021,巨人,今村　信貴
2021,巨人,喜多　隆介
2021,巨人,ハイネマン
2021,巨人,吉川　尚輝
2021,巨人,鍵谷　陽平
2021,巨人,山﨑　友輔
2021,巨人,松原　聖弥
2021,巨人,廣岡　大志
2021,巨人,堀田　賢慎
2021,巨人,太田　龍
2021,巨人,桜井　俊貴
2021,巨人,石川　慎吾
2021,巨人,若林　晃弘
2021,巨人,岸田　行倫
2021,巨人,立岡　宗一郎
2021,巨人,中山　礼都
2021,巨人,谷岡　竜平
2021,巨人,中川　皓太
2021,巨人,メルセデス
2021,巨人,重信　慎之介
2021,巨人,テームズ
